source,imported,target,line,kind,resolved
sched/packing_solver/gurobi_MP_semi2DClst.py,typing,,5,from-external-or-unresolved,False
sched/packing_solver/gurobi_semi2Dclst_mapping.py,gurobipy,,1,from-external-or-unresolved,False
sched/packing_solver/gurobi_semi2Dclst_mapping.py,typing,,2,from-external-or-unresolved,False
sched/packing_solver/gurobi_semi2Dclst_mapping.py,gurobipy,,3,import,False
sched/packing_solver/gurobi_semi2Dclst_mapping.py,math,,661,import,False
sched/packing_solver/gurobi_semi2Dclst_mapping.py,functools,,741,from-external-or-unresolved,False
sched/packing_solver/gurobi_semi2Dclst_mapping2.py,gurobipy,,1,from-external-or-unresolved,False
sched/packing_solver/gurobi_semi2Dclst_mapping2.py,typing,,2,from-external-or-unresolved,False
sched/packing_solver/gurobi_semi2Dclst_mapping2.py,gurobipy,,3,import,False
sched/packing_solver/gurobi_semi2Dclst_mapping2.py,math,,668,import,False
sched/packing_solver/gurobi_semi2Dclst_mapping2.py,functools,,746,from-external-or-unresolved,False
sched/placement.py,__future__,,1,from-external-or-unresolved,False
sched/placement.py,typing,,2,from-external-or-unresolved,False
sched/placement.py,sched.scheduler_agent,sched/scheduler_agent.py,4,from,True
sched/pre_alloc.py,__future__,,1,from-external-or-unresolved,False
sched/pre_alloc.py,typing,,3,from-external-or-unresolved,False
sched/pre_alloc.py,collections,,4,from-external-or-unresolved,False
sched/pre_alloc.py,math,,5,import,False
sched/pre_alloc.py,numpy,,6,import,False
sched/pre_alloc.py,warnings,,7,import,False
sched/pre_alloc.py,copy,,7,import,False
sched/pre_alloc.py,global_var,global_var.py,9,from,True
sched/pre_alloc.py,task.task_agent,task/task_agent.py,10,from,True
sched/pre_alloc.py,task.task_agent,task/task_agent.py,11,from,True
sched/pre_alloc.py,model.lru,model/lru.py,12,from,True
sched/pre_alloc.py,model.task_queue_agent,model/task_queue_agent.py,13,from,True
sched/pre_alloc.py,sched.scheduling_table,sched/scheduling_table.py,14,from,True
sched/pre_alloc.py,sched.sort_function,sched/sort_function.py,15,from,True
sched/pre_alloc.py,sched.bin_ops,sched/bin_ops.py,16,from,True
sched/pre_alloc.py,sched.monitor_agent,sched/monitor_agent.py,17,from,True
sched/pre_alloc.py,argparse,,473,import,False
sched/pre_alloc_new.py,__future__,,1,from-external-or-unresolved,False
sched/pre_alloc_new.py,typing,,3,from-external-or-unresolved,False
sched/pre_alloc_new.py,collections,,4,from-external-or-unresolved,False
sched/pre_alloc_new.py,math,,5,import,False
sched/pre_alloc_new.py,numpy,,6,import,False
sched/pre_alloc_new.py,warnings,,7,import,False
sched/pre_alloc_new.py,global_var,global_var.py,9,from,True
sched/pre_alloc_new.py,task.task_agent,task/task_agent.py,10,from,True
sched/pre_alloc_new.py,task.task_agent,task/task_agent.py,11,from,True
sched/pre_alloc_new.py,model.lru,model/lru.py,12,from,True
sched/pre_alloc_new.py,model.task_queue_agent,model/task_queue_agent.py,13,from,True
sched/pre_alloc_new.py,sched.scheduling_table,sched/scheduling_table.py,14,from,True
sched/pre_alloc_new.py,sched.sort_function,sched/sort_function.py,15,from,True
sched/pre_alloc_new.py,sched.bin_ops,sched/bin_ops.py,16,from,True
sched/pre_alloc_new.py,sched.monitor_agent,sched/monitor_agent.py,17,from,True
sched/pre_alloc_new.py,sched.ref_alloc_search,sched/ref_alloc_search.py,18,from,True
sched/ref_alloc_search.py,math,,1,import,False
sched/ref_alloc_search.py,bisect,,2,import,False
sched/ref_alloc_search.py,dataclasses,,3,from-external-or-unresolved,False
sched/ref_alloc_search.py,typing,,4,from-external-or-unresolved,False
sched/ref_alloc_search.py,numpy,,5,import,False
sched/sched_fn.py,__future__,,1,from-external-or-unresolved,False
sched/sched_fn.py,typing,,2,from-external-or-unresolved,False
sched/sched_fn.py,numpy,,6,import,False
sched/sched_fn.py,math,,7,import,False
sched/sched_fn.py,warnings,,7,import,False
sched/sched_fn.py,collections,,8,from-external-or-unresolved,False
sched/sched_fn.py,copy,,9,from-external-or-unresolved,False
sched/sched_fn.py,typing,,10,from-external-or-unresolved,False
sched/sched_fn.py,queue,,11,from-external-or-unresolved,False
sched/sched_fn.py,global_var,global_var.py,12,from,True
sched/sched_fn.py,utils,utils.py,13,from,True
sched/sched_fn.py,functools,,14,from-external-or-unresolved,False
sched/sched_fn.py,model.buffer,model/buffer.py,16,from,True
sched/sched_fn.py,model.buffer,model/buffer.py,17,from,True
sched/sched_fn.py,model.resource_agent,model/resource_agent.py,18,from,True
sched/sched_fn.py,model.message.msg_dispatcher,model/message/msg_dispatcher.py,19,from,True
sched/sched_fn.py,model.message.data_pipe,model/message/data_pipe.py,20,from,True
sched/sched_fn.py,model.streaming_processing.wartermark_strategy,model/streaming_processing/wartermark_strategy.py,21,from,True
sched/sched_fn.py,model.performance,model/performance.py,22,from,True
sched/sched_fn.py,task.task_agent,task/task_agent.py,24,from,True
sched/sched_fn.py,sched.scheduling_table,sched/scheduling_table.py,25,from,True
sched/sched_fn.py,sched.monitor_agent,sched/monitor_agent.py,26,from,True
sched/sched_fn.py,sched.slack_estim,sched/slack_estim.py,27,from,True
sched/sched_fn.py,sched.sched_utils,sched/sched_utils.py,28,from,True
sched/sched_fn.py,sched.state_trans,sched/state_trans.py,29,from,True
sched/sched_fn.py,sched.placement,sched/placement.py,30,from,True
sched/sched_fn.py,sched.scheduler_agent,sched/scheduler_agent.py,4,from,True
sched/sched_utils.py,__future__,,1,from-external-or-unresolved,False
sched/sched_utils.py,typing,,2,from-external-or-unresolved,False
sched/sched_utils.py,math,,6,import,False
sched/sched_utils.py,re,,6,import,False
sched/sched_utils.py,typing,,7,from-external-or-unresolved,False
sched/sched_utils.py,global_var,global_var.py,8,from,True
sched/sched_utils.py,utils,utils.py,9,from,True
sched/sched_utils.py,model.buffer,model/buffer.py,11,from,True
sched/sched_utils.py,model.buffer,model/buffer.py,12,from,True
sched/sched_utils.py,model.message.Context_message,model/message/Context_message.py,13,from,True
sched/sched_utils.py,model.message.data_pipe,model/message/data_pipe.py,14,from,True
sched/sched_utils.py,task.task_agent,task/task_agent.py,16,from,True
sched/sched_utils.py,sched.placement,sched/placement.py,17,from,True
sched/sched_utils.py,sched.scheduler_agent,sched/scheduler_agent.py,4,from,True
sched/scheduler_agent.py,typing,,1,from-external-or-unresolved,False
sched/scheduler_agent.py,queue,,2,from-external-or-unresolved,False
sched/scheduler_agent.py,global_var,global_var.py,3,from,True
sched/scheduler_agent.py,model.buffer,model/buffer.py,5,from,True
sched/scheduler_agent.py,model.buffer,model/buffer.py,6,from,True
sched/scheduler_agent.py,model.resource_agent,model/resource_agent.py,7,from,True
sched/scheduler_agent.py,model.event_gen.e2e_latency,model/event_gen/e2e_latency.py,8,from,True
sched/scheduler_agent.py,model.task_queue_agent,model/task_queue_agent.py,9,from,True
sched/scheduler_agent.py,model.lru,model/lru.py,10,from,True
sched/scheduler_agent.py,model.barrier_agent,model/barrier_agent.py,11,from,True
sched/scheduler_agent.py,model.message.msg_dispatcher,model/message/msg_dispatcher.py,12,from,True
sched/scheduler_agent.py,model.message.data_pipe,model/message/data_pipe.py,13,from,True
sched/scheduler_agent.py,task.task_agent,task/task_agent.py,15,from,True
sched/scheduler_agent.py,sched.scheduling_table,sched/scheduling_table.py,16,from,True
sched/scheduler_agent.py,sched.monitor_agent,sched/monitor_agent.py,17,from,True
sched/scheduler_agent.py,sched.sched_fn,sched/sched_fn.py,18,from,True
sched/scheduler_agent.py,collections,,19,from-external-or-unresolved,False
sched/scheduling_table.py,typing,,1,from-external-or-unresolved,False
sched/scheduling_table.py,collections,,2,from-external-or-unresolved,False
sched/scheduling_table.py,functools,,4,from-external-or-unresolved,False
sched/scheduling_table.py,math,,5,import,False
sched/scheduling_table.py,bisect,,6,import,False
sched/scheduling_table.py,os,,7,import,False
sched/scheduling_table.py,numpy,,8,import,False
sched/scheduling_table.py,model.resource_agent,model/resource_agent.py,9,from,True
sched/scheduling_table.py,task.task_agent,task/task_agent.py,10,from,True
sched/scheduling_table.py,global_var,global_var.py,11,from,True
sched/scheduling_table.py,global_var,global_var.py,12,from,True
sched/scheduling_table.py,utils,utils.py,13,from,True
sched/scheduling_table.py,matplotlib.colors,,15,import,False
sched/scheduling_table.py,matplotlib,,16,from-external-or-unresolved,False
sched/scheduling_table.py,model.lru,model/lru.py,25,from,True
sched/scheduling_table.py,re,,777,import,False
sched/scheduling_table.py,argparse,,975,import,False
sched/slack_estim.py,__future__,,1,from-external-or-unresolved,False
sched/slack_estim.py,typing,,2,from-external-or-unresolved,False
sched/slack_estim.py,math,,3,import,False
sched/slack_estim.py,numpy,,4,import,False
sched/slack_estim.py,networkx,,5,import,False
sched/slack_estim.py,re,,6,import,False
sched/slack_estim.py,matplotlib.pyplot,,7,import,False
sched/slack_estim.py,approach_Eq,approach_Eq.py,8,from,True
sched/slack_estim.py,typing,,13,from-external-or-unresolved,False
sched/slack_estim.py,global_var,global_var.py,14,from,True
sched/slack_estim.py,task.graph_breakdown,task/graph_breakdown.py,15,from,True
sched/slack_estim.py,collections,,16,from-external-or-unresolved,False
sched/slack_estim.py,sched.packing_solver.chain_slack_assign,sched/packing_solver/chain_slack_assign.py,17,from,True
sched/slack_estim.py,approach_Eq,approach_Eq.py,18,from,True
sched/slack_estim.py,sched.ref_alloc_search,sched/ref_alloc_search.py,19,from,True
sched/slack_estim.py,task.task_agent,task/task_agent.py,11,from,True
sched/slack_estim.py,networkx,,12,from-external-or-unresolved,False
sched/slack_estim.py,argparse,,525,import,False
sched/slack_estim.py,numpy,,526,import,False
sched/slack_estim.py,task.task_cfg,task/task_cfg.py,538,from,True
sched/slack_estim.py,task.task_cfg,task/task_cfg.py,539,from,True
sched/sort_function.py,__future__,,1,from-external-or-unresolved,False
sched/sort_function.py,typing,,2,from-external-or-unresolved,False
sched/sort_function.py,typing,,7,from-external-or-unresolved,False
sched/sort_function.py,numpy,,8,import,False
sched/sort_function.py,global_var,global_var.py,9,from,True
sched/sort_function.py,task.task_agent,task/task_agent.py,4,from,True
sched/sort_function.py,model.lru,model/lru.py,5,from,True
sched/state_trans.py,__future__,,1,from-external-or-unresolved,False
sched/state_trans.py,typing,,2,from-external-or-unresolved,False
sched/state_trans.py,numpy,,6,import,False
sched/state_trans.py,warnings,,7,import,False
sched/state_trans.py,typing,,8,from-external-or-unresolved,False
sched/state_trans.py,global_var,global_var.py,9,from,True
sched/state_trans.py,collections,,10,from-external-or-unresolved,False
sched/state_trans.py,model.buffer,model/buffer.py,12,from,True
sched/state_trans.py,model.buffer,model/buffer.py,13,from,True
sched/state_trans.py,model.task_queue_agent,model/task_queue_agent.py,14,from,True
sched/state_trans.py,model.message.msg_dispatcher,model/message/msg_dispatcher.py,15,from,True
sched/state_trans.py,model.message.Context_message,model/message/Context_message.py,16,from,True
sched/state_trans.py,model.message.data_pipe,model/message/data_pipe.py,17,from,True
sched/state_trans.py,model.streaming_processing.wartermark_strategy,model/streaming_processing/wartermark_strategy.py,18,from,True
sched/state_trans.py,task.task_agent,task/task_agent.py,20,from,True
sched/state_trans.py,sched.scheduling_table,sched/scheduling_table.py,21,from,True
sched/state_trans.py,sched.monitor_agent,sched/monitor_agent.py,22,from,True
sched/state_trans.py,sched.scheduler_agent,sched/scheduler_agent.py,4,from,True
sched/state_trans.py,sys,,106,import,False
scripts/abla_exp_runner.py,argparse,,18,import,False
scripts/abla_exp_runner.py,sys,,19,import,False
scripts/abla_exp_runner.py,json,,20,import,False
scripts/abla_exp_runner.py,pathlib,,21,from-external-or-unresolved,False
scripts/abla_exp_runner.py,typing,,22,from-external-or-unresolved,False
scripts/abla_exp_runner.py,datetime,,23,from-external-or-unresolved,False
scripts/abla_exp_runner.py,concurrent.futures,,24,from-external-or-unresolved,False
scripts/abla_exp_runner.py,scripts.exp_common,scripts/exp_common.py,30,from,True
scripts/abla_exp_runner.py,approach_collector,approach_collector.py,47,from,True
scripts/abla_exp_runner.py,numpy,,212,import,False
scripts/abla_exp_runner.py,matplotlib.pyplot,,213,import,False
scripts/abla_exp_runner.py,numpy,,307,import,False
scripts/abla_exp_runner.py,matplotlib.pyplot,,308,import,False
scripts/abla_exp_runner.py,matplotlib.patches,,372,from-external-or-unresolved,False
scripts/abla_exp_runner.py,numpy,,674,import,False
scripts/abla_exp_runner.py,matplotlib.pyplot,,675,import,False
scripts/e2e_exp_runner.py,argparse,,21,import,False
scripts/e2e_exp_runner.py,json,,22,import,False
scripts/e2e_exp_runner.py,sys,,23,import,False
scripts/e2e_exp_runner.py,pathlib,,24,from-external-or-unresolved,False
scripts/e2e_exp_runner.py,typing,,25,from-external-or-unresolved,False
scripts/e2e_exp_runner.py,datetime,,26,from-external-or-unresolved,False
scripts/e2e_exp_runner.py,concurrent.futures,,27,from-external-or-unresolved,False
scripts/e2e_exp_runner.py,numpy,,29,import,False
scripts/e2e_exp_runner.py,matplotlib.pyplot,,30,import,False
scripts/e2e_exp_runner.py,matplotlib.patches,,31,from-external-or-unresolved,False
scripts/e2e_exp_runner.py,scripts.exp_common,scripts/exp_common.py,35,from,True
scripts/e2e_hyperparam.py,argparse,,17,import,False
scripts/e2e_hyperparam.py,json,,18,import,False
scripts/e2e_hyperparam.py,sys,,19,import,False
scripts/e2e_hyperparam.py,pathlib,,20,from-external-or-unresolved,False
scripts/e2e_hyperparam.py,typing,,21,from-external-or-unresolved,False
scripts/e2e_hyperparam.py,datetime,,22,from-external-or-unresolved,False
scripts/e2e_hyperparam.py,concurrent.futures,,23,from-external-or-unresolved,False
scripts/e2e_hyperparam.py,scripts.exp_common,scripts/exp_common.py,27,from,True
scripts/exp_common.py,os,,12,import,False
scripts/exp_common.py,sys,,13,import,False
scripts/exp_common.py,copy,,14,import,False
scripts/exp_common.py,pathlib,,15,from-external-or-unresolved,False
scripts/exp_common.py,typing,,16,from-external-or-unresolved,False
scripts/exp_common.py,collections,,17,from-external-or-unresolved,False
scripts/exp_common.py,datetime,,18,from-external-or-unresolved,False
scripts/exp_common.py,numpy,,20,import,False
scripts/exp_common.py,matplotlib.pyplot,,21,import,False
scripts/exp_common.py,psutil,,25,import,False
scripts/exp_common.py,sys,,124,import,False
scripts/exp_common.py,main_approach,main_approach.py,125,from,True
scripts/exp_common.py,matplotlib.font_manager,,252,import,False
scripts/motiv_exp_runner.py,argparse,,18,import,False
scripts/motiv_exp_runner.py,sys,,19,import,False
scripts/motiv_exp_runner.py,json,,20,import,False
scripts/motiv_exp_runner.py,pathlib,,21,from-external-or-unresolved,False
scripts/motiv_exp_runner.py,typing,,22,from-external-or-unresolved,False
scripts/motiv_exp_runner.py,datetime,,23,from-external-or-unresolved,False
scripts/motiv_exp_runner.py,concurrent.futures,,24,from-external-or-unresolved,False
scripts/motiv_exp_runner.py,scripts.exp_common,scripts/exp_common.py,30,from,True
scripts/motiv_exp_runner.py,approach_collector,approach_collector.py,45,from,True
scripts/repack_sweep.py,sys,,1,import,False
scripts/repack_sweep.py,argparse,,2,import,False
scripts/repack_sweep.py,copy,,3,import,False
scripts/repack_sweep.py,utils,utils.py,31,from,True
scripts/repack_sweep.py,sim_main,sim_main.py,32,from,True
scripts/test_alloc_lat.py,sys,,1,import,False
scripts/test_alloc_lat.py,approach_initiator,approach_initiator.py,4,from,True
scripts/test_alloc_lat.py,approach_sched,approach_sched.py,5,from,True
scripts/test_alloc_lat.py,approach_sim,approach_sim.py,6,from,True
scripts/test_alloc_lat.py,approach_Eq,approach_Eq.py,7,from,True
scripts/test_alloc_lat.py,global_var,global_var.py,8,from,True
scripts/test_alloc_lat.py,approach_def,approach_def.py,9,from,True
scripts/test_alloc_lat.py,approach_Eq,approach_Eq.py,33,from,True
sim_main.py,os,,1,import,False
sim_main.py,re,,1,import,False
sim_main.py,typing,,2,from-external-or-unresolved,False
sim_main.py,warnings,,3,import,False
sim_main.py,task.task_cfg,task/task_cfg.py,4,from,True
sim_main.py,task.task_cfg,task/task_cfg.py,5,from,True
sim_main.py,sched.global_sched,sched/global_sched.py,6,from,True
sim_main.py,task.task_agent,task/task_agent.py,7,from,True
sim_main.py,task.spec,task/spec.py,8,from,True
sim_main.py,model.message.msg_dispatcher,model/message/msg_dispatcher.py,9,from,True
sim_main.py,model.message.data_pipe,model/message/data_pipe.py,10,from,True
sim_main.py,sched.scheduling_table,sched/scheduling_table.py,11,from,True
sim_main.py,sched.bin_list_utils,sched/bin_list_utils.py,12,from,True
sim_main.py,model.resource_agent,model/resource_agent.py,13,from,True
sim_main.py,sched.scheduler_agent,sched/scheduler_agent.py,14,from,True
sim_main.py,sched.placement,sched/placement.py,15,from,True
sim_main.py,sched.monitor_agent,sched/monitor_agent.py,16,from,True
sim_main.py,allocator_agent,allocator_agent.py,17,from,True
sim_main.py,model.event_gen.e2e_latency,model/event_gen/e2e_latency.py,18,from,True
sim_main.py,model.task_queue_agent,model/task_queue_agent.py,19,from,True
sim_main.py,utils,utils.py,20,from,True
sim_main.py,global_var,global_var.py,21,from,True
sim_main.py,utils,utils.py,22,from,True
sim_main.py,paths,paths.py,23,from,True
sim_main.py,numpy,,24,import,False
sim_main.py,argparse,,25,import,False
sim_main.py,pandas,,87,import,False
sim_main.py,warnings,,282,import,False
sim_main.py,utils,utils.py,953,from,True
sim_main.py,sched.binpack_config,sched/binpack_config.py,445,from,True
sim_main.py,sched.global_sched,sched/global_sched.py,626,from,True
sim_main.py,sched.global_sched,sched/global_sched.py,477,from,True
sim_main.py,sched.pre_alloc_new,sched/pre_alloc_new.py,478,from,True
sim_main.py,sched.global_sched,sched/global_sched.py,644,from,True
sim_main.py,task.task_cfg,task/task_cfg.py,645,from,True
sim_main.py,copy,,513,import,False
sim_main.py,sys,,522,import,False
simple_test_collector.py,sys,,7,import,False
simple_test_collector.py,os,,8,import,False
simple_test_collector.py,json,,9,import,False
simple_test_collector.py,time,,10,import,False
simple_test_collector.py,random,,11,import,False
simple_test_collector.py,typing,,12,from-external-or-unresolved,False
simple_test_collector.py,collections,,13,from-external-or-unresolved,False
simple_test_collector.py,numpy,,14,import,False
simple_test_collector.py,re,,390,import,False
simple_test_collector.py,traceback,,822,import,False
task/graph_breakdown.py,networkx,,1,import,False
task/graph_breakdown.py,typing,,2,from-external-or-unresolved,False
task/graph_scaling.py,math,,28,import,False
task/graph_scaling.py,networkx,,29,import,False
task/graph_scaling.py,matplotlib.pyplot,,30,import,False
task/spec.py,typing,,1,from-external-or-unresolved,False
task/spec.py,task.task_agent,task/task_agent.py,2,from,True
task/task_agent.py,__future__,,1,from-external-or-unresolved,False
task/task_agent.py,typing,,2,from-external-or-unresolved,False
task/task_agent.py,typing,,3,from-external-or-unresolved,False
task/task_agent.py,warnings,,4,import,False
task/task_agent.py,dataclasses,,10,from-external-or-unresolved,False
task/task_agent.py,bisect,,11,import,False
task/task_agent.py,copy,,12,import,False
task/task_agent.py,numpy,,13,import,False
task/task_agent.py,math,,14,import,False
task/task_agent.py,global_var,global_var.py,16,from,True
task/task_agent.py,model.message.Context_message,model/message/Context_message.py,17,from,True
task/task_agent.py,model.resource_agent,model/resource_agent.py,18,from,True
task/task_agent.py,model.event_gen.e2e_latency,model/event_gen/e2e_latency.py,19,from,True
task/task_agent.py,model.performance,model/performance.py,20,from,True
task/task_agent.py,approach_Eq,approach_Eq.py,21,from,True
task/task_agent.py,approach_Eq,approach_Eq.py,22,from,True
task/task_agent.py,sched.ref_alloc_search,sched/ref_alloc_search.py,23,from,True
task/task_agent.py,enum,,57,from-external-or-unresolved,False
task/task_agent.py,model.buffer,model/buffer.py,7,from,True
task/task_agent.py,model.buffer,model/buffer.py,8,from,True
task/task_agent.py,task_cfg,,1229,from-external-or-unresolved,False
task/task_agent.py,argparse,,1251,import,False
task/task_cfg.py,__future__,,1,from-external-or-unresolved,False
task/task_cfg.py,typing,,3,from-external-or-unresolved,False
task/task_cfg.py,copy,,4,import,False
task/task_cfg.py,re,,4,import,False
task/task_cfg.py,numpy,,5,import,False
task/task_cfg.py,matplotlib.pyplot,,6,import,False
task/task_cfg.py,networkx,,7,import,False
task/task_cfg.py,pandas,,8,import,False
task/task_cfg.py,ast,,9,import,False
task/task_cfg.py,global_var,global_var.py,11,from,True
task/task_cfg.py,task.task_agent,task/task_agent.py,12,from,True
task/task_cfg.py,model.task_queue_agent,model/task_queue_agent.py,13,from,True
task/task_cfg.py,task.task_agent,task/task_agent.py,14,from,True
task/task_cfg.py,task.graph_scaling,task/graph_scaling.py,15,from,True
task/task_cfg.py,sched.slack_estim,sched/slack_estim.py,16,from,True
task/task_cfg.py,approach_Eq,approach_Eq.py,17,from,True
task/task_cfg.py,task.load_cfg.loadA,task/load_cfg/loadA.py,21,from,True
task/task_cfg.py,matplotlib.colors,,117,import,False
task/task_cfg.py,matplotlib,,118,import,False
task/task_cfg.py,networkx.readwrite,,322,from-external-or-unresolved,False
task/task_cfg.py,json,,323,import,False
task/task_cfg.py,numpy,,324,import,False
task/task_cfg.py,networkx.readwrite,,351,from-external-or-unresolved,False
task/task_cfg.py,json,,352,import,False
task/task_cfg.py,matplotlib.colors,,709,import,False
task/task_cfg.py,matplotlib,,710,import,False
task/task_cfg.py,matplotlib.colors,,923,import,False
task/task_cfg.py,matplotlib,,924,import,False
task/task_cfg.py,argparse,,1315,import,False
task/task_cfg.py,numpy,,1316,import,False
task/task_cfg.py,matplotlib.lines,,170,from-external-or-unresolved,False
task/task_cfg.py,gurobipy,,1067,import,False
task/task_cfg.py,sched.slack_estim,sched/slack_estim.py,1340,from,True
task/task_cfg.py,approach_Eq,approach_Eq.py,361,from,True
test_approach_collector.py,__future__,,1,from-external-or-unresolved,False
test_approach_collector.py,typing,,2,import,False
test_approach_collector.py,typing,,5,from-external-or-unresolved,False
test_approach_collector.py,collections,,6,from-external-or-unresolved,False
test_approach_collector.py,re,,7,import,False
test_approach_collector.py,json,,8,import,False
test_approach_collector.py,os,,9,import,False
test_approach_collector.py,functools,,10,from-external-or-unresolved,False
test_approach_collector.py,approach_Eq,approach_Eq.py,11,from,True
test_approach_collector.py,ref_tdigest,ref_tdigest.py,12,from,True
test_approach_collector.py,numpy,,13,import,False
test_approach_collector.py,pytest,,14,import,False
test_approach_collector.py,approach_collector,approach_collector.py,17,from,True
test_approach_collector.py,approach_def,approach_def.py,4,from,True
test_approach_collector.py,matplotlib.pyplot,,68,import,False
test_closure_fix.py,numpy,,6,import,False
test_closure_fix.py,scipy.stats,,7,from-external-or-unresolved,False
test_core_allocation.py,numpy,,1,import,False
test_core_allocation.py,copy,,2,import,False
test_core_allocation.py,collections,,3,from-external-or-unresolved,False
test_core_allocation.py,utils,utils.py,8,from,True
test_duplicate.py,sys,,7,import,False
test_duplicate.py,os,,8,import,False
test_duplicate.py,approach_def,approach_def.py,11,from,True
test_event_update.py,approach_def,approach_def.py,6,from,True
test_event_update.py,approach_plot,,7,from-external-or-unresolved,False
test_mapping.py,approach_def,approach_def.py,6,from,True
test_mapping.py,approach_plot,,7,from-external-or-unresolved,False
test_mapping.py,approach_sched,approach_sched.py,54,from,True
test_repack_diagnostic.py,sys,,10,import,False
test_repack_diagnostic.py,argparse,,13,import,False
test_repack_diagnostic.py,numpy,,14,import,False
test_repack_diagnostic.py,typing,,15,from-external-or-unresolved,False
test_repack_diagnostic.py,approach_setup,approach_setup.py,88,from,True
test_repack_diagnostic.py,approach_Eq,approach_Eq.py,89,from,True
test_updated_stats.py,approach_collector,approach_collector.py,6,from,True
test_updated_stats.py,ref_tdigest,ref_tdigest.py,7,from,True
tile_2d_mesh_mapper_fixed.py,numpy,,1,import,False
tile_2d_mesh_mapper_fixed.py,typing,,2,from-external-or-unresolved,False
tile_2d_mesh_mapper_fixed.py,collections,,3,from-external-or-unresolved,False
tile_2d_mesh_mapper_fixed.py,heapq,,4,import,False
tile_2d_mesh_mapper_fixed.py,time,,5,import,False
utils.py,os,,1,import,False
utils.py,pickle,,2,import,False
utils.py,argparse,,2,import,False
utils.py,time,,2,import,False
utils.py,functools,,3,from-external-or-unresolved,False
utils.py,global_var,global_var.py,4,from,True
utils.py,typing,,5,from-external-or-unresolved,False
utils.py,pandas,,6,import,False
utils.py,numpy,,7,import,False
utils.py,json,,8,import,False
utils.py,global_var,global_var.py,9,from,True
utils.py,ast,,10,import,False
utils.py,collections,,11,from-external-or-unresolved,False
utils.py,h5py,,13,import,False
utils.py,numpy,,14,import,False
utils.py,pyinstrument,,297,from-external-or-unresolved,False
utils.py,sched.binpack_config,sched/binpack_config.py,185,from,True
