referenced_path,referrer,line,term,snippet
scripts/abla_exp_runner.py,doc/ABLA_EXP_FIX_PLAN.md,5,scripts/abla_exp_runner.py,- 对应脚本: `scripts/abla_exp_runner.py`
scripts/exp_common.py,doc/ABLA_EXP_FIX_PLAN.md,250,scripts/exp_common.py,### 8.1 新增文件: `scripts/exp_common.py`
scripts/motiv_exp_runner.py,doc/ABLA_EXP_FIX_PLAN.md,60,motiv_exp_runner.py,`abla_exp_runner.py` 中的三个 Case 都没有显式设置 `test_case` 参数，而 `motiv_exp_runner.py` 中都设置了：
task/__init__.py,doc/ABLA_EXP_FIX_PLAN.md,315,__init__,| 类方法结构 | 略有差异 | 统一: `__init__` → `run` → `_run_simulations` → `_generate_report` |
README.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,80,README.md,| `motiv_case_api_README.md` | API重构说明 | ~300 |
approach_collector.py,doc/analytical_report/MOTIV_EXP_SUMMARY.md,23,approach_collector.py,**文件**: `approach_collector.py` (+500行核心代码)
debug_case1/case1/case1_summary.json,doc/analytical_report/MOTIV_EXP_SUMMARY.md,100,case1_summary.json,      case1_summary.json
doc/analytical_report/motiv_exp_implementation_check.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,85,motiv_exp_implementation_check.md,| `motiv_exp_implementation_check.md` | 实现检查清单 | ~500 |
doc/guide/README.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,80,README.md,| `motiv_case_api_README.md` | API重构说明 | ~300 |
doc/spec/exp_design/motiv_case_api_README.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,80,motiv_case_api_README.md,| `motiv_case_api_README.md` | API重构说明 | ~300 |
doc/spec/exp_design/motiv_case_api_usage.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,81,motiv_case_api_usage.md,| `motiv_case_api_usage.md` | 详细使用教程 | ~500 |
doc/spec/exp_design/motiv_case_plotting_examples.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,83,motiv_case_plotting_examples.md,| `motiv_case_plotting_examples.md` | 绘图示例 | ~420 |
doc/spec/stat/collector.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,23,collector,**文件**: `approach_collector.py` (+500行核心代码)
doc/spec/test_plan.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,166,test_plan.md,### 与test_plan.md的对应
main_approach.py,doc/analytical_report/MOTIV_EXP_SUMMARY.md,31,main_approach.py,- ✅ 调用main_approach.py标准流程
output.pdf,doc/analytical_report/MOTIV_EXP_SUMMARY.md,15,output,| Case 1 | `get_motiv_case1_stats()` | `format_motiv_case1_output()` | `plot_motiv_case1()` 并排双柱状图 | ✅ 100% |
output.txt,doc/analytical_report/MOTIV_EXP_SUMMARY.md,15,output,| Case 1 | `get_motiv_case1_stats()` | `format_motiv_case1_output()` | `plot_motiv_case1()` 并排双柱状图 | ✅ 100% |
sched/__init__.py,doc/analytical_report/MOTIV_EXP_SUMMARY.md,182,sched,scheduler/
scripts/README_motiv_exp_runner.md,doc/analytical_report/MOTIV_EXP_SUMMARY.md,84,README_motiv_exp_runner.md,| `README_motiv_exp_runner.md` | 实验脚本说明 | ~800 |
scripts/motiv_exp_runner.py,doc/analytical_report/MOTIV_EXP_SUMMARY.md,45,scripts/motiv_exp_runner.py,python scripts/motiv_exp_runner.py --case 1 --output_dir ./results
scripts/run_motiv_exps.sh,doc/analytical_report/MOTIV_EXP_SUMMARY.md,67,scripts/run_motiv_exps.sh,./scripts/run_motiv_exps.sh 1
approach_def.py,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,51,approach_def,"from approach_def import set_verbose_output, set_realloc_disabled"
doc/analytical_report/parameter_mapping_correction.md,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,206,parameter_mapping_correction.md,| `doc/parameter_mapping_correction.md` | 新增文档 | +250行 | 详细说明文档 |
doc/spec/stat/collector.md,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,110,collector,### 4. load_collector函数修正
main_approach.py,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,26,main_approach.py,#### 传递给main_approach.py的参数映射
output.pdf,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,22,output,- `--output_dir`: 输出目录
output.txt,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,22,output,- `--output_dir`: 输出目录
scripts/motiv_exp_runner.py,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,183,scripts/motiv_exp_runner.py,python scripts/motiv_exp_runner.py --case 1 --case1_ratios 0.8 --num_hp 10 --dry_run
scripts/run_motiv_exps.sh,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,196,scripts/run_motiv_exps.sh,./scripts/run_motiv_exps.sh -n 10 -v 1  # Case 1，10个周期，详细输出
utils.py,doc/analytical_report/PARAMETER_MAPPING_SUMMARY.md,39,utils.py,### 1. utils.py - 新增参数
debug_case1/case1/case1_summary.json,doc/analytical_report/motiv_exp_implementation_check.md,145,case1_summary.json,├── case1_summary.json        ← runner生成
doc/spec/stat/collector.md,doc/analytical_report/motiv_exp_implementation_check.md,15,collector,| 设置输出路径 | `stats_collector.set_path()` | ✅ |
doc/spec/test_plan.md,doc/analytical_report/motiv_exp_implementation_check.md,5,test_plan.md,### ✅ 与test_plan.md的对应关系
main_approach.py,doc/analytical_report/motiv_exp_implementation_check.md,3,main_approach.py,## 1. main_approach.py 流程检查
output.pdf,doc/analytical_report/motiv_exp_implementation_check.md,27,output,collector_path = path_ctx.get_output_dir() / 'stats_collector.pkl'
output.txt,doc/analytical_report/motiv_exp_implementation_check.md,27,output,collector_path = path_ctx.get_output_dir() / 'stats_collector.pkl'
scripts/motiv_exp_runner.py,doc/analytical_report/motiv_exp_implementation_check.md,211,scripts/motiv_exp_runner.py,python scripts/motiv_exp_runner.py --case 1 --dry_run
scripts/run_motiv_exps.sh,doc/analytical_report/motiv_exp_implementation_check.md,220,scripts/run_motiv_exps.sh,./scripts/run_motiv_exps.sh -d 1  # dry run
stats_collector.json,doc/analytical_report/motiv_exp_implementation_check.md,15,stats_collector,| 设置输出路径 | `stats_collector.set_path()` | ✅ |
__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
analyze/__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
approach_setup.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,89,approach_setup.py,### 第4层：approach_setup.py - setup_benchmark()
doc/spec/stat/collector.md,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,84,collector,    return stats_collector
main_approach.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,64,main_approach.py,### 第3层：main_approach.py
mapper/__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
model/__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
model/message/data_pipe.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,146,data_pipe,"                       a_data_pipe, w_data_pipe"
model/message/msg_dispatcher.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,145,msg_dispatcher,"                       msg_dispatcher,"
model/streaming_processing/__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
paths.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,100,paths,"    path_params, path_ctx = build_paths_and_ctx(args)"
sched/__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
sched/global_sched.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,213,sched/global_sched.py,### 第6层：sched/global_sched.py - push_task_into_bins_new()
sched/pre_alloc.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,303,sched/pre_alloc,### 第8层：sched/pre_alloc_new.py - glb_alloc_new2()
sched/pre_alloc_new.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,303,sched/pre_alloc_new.py,### 第8层：sched/pre_alloc_new.py - glb_alloc_new2()
scripts/abla_exp_runner.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,13,scripts/abla_exp_runner.py,**文件**: `scripts/motiv_exp_runner.py` 或 `scripts/abla_exp_runner.py`
scripts/motiv_exp_runner.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,13,scripts/motiv_exp_runner.py,**文件**: `scripts/motiv_exp_runner.py` 或 `scripts/abla_exp_runner.py`
sim_main.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,134,sim_main.py,### 第5层：sim_main.py - perform_bin_packing()
stats_collector.json,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,84,stats_collector,    return stats_collector
task/__init__.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,40,__init__,"    def __init__(self, mapping, runtime, specific):"
task/task_agent.py,doc/analytical_report/parameter_flow_exec_t_comp_ratio.md,380,task/task_agent.py,### 第10层：task/task_agent.py - rsc_req_estm_quantile()
approach_def.py,doc/analytical_report/parameter_mapping_correction.md,39,approach_def,"from approach_def import set_verbose_output, set_realloc_disabled"
doc/spec/stat/collector.md,doc/analytical_report/parameter_mapping_correction.md,101,collector,### 4. load_collector 函数修正
main_approach.py,doc/analytical_report/parameter_mapping_correction.md,35,main_approach.py,### 2. main_approach.py 添加切换开销控制
output.pdf,doc/analytical_report/parameter_mapping_correction.md,15,output,| `output_dir` | `root_dir` | 输出目录 → 根目录 |
output.txt,doc/analytical_report/parameter_mapping_correction.md,15,output,| `output_dir` | `root_dir` | 输出目录 → 根目录 |
scripts/motiv_exp_runner.py,doc/analytical_report/parameter_mapping_correction.md,184,scripts/motiv_exp_runner.py,python scripts/motiv_exp_runner.py --case 1 --case1_ratios 0.8 --num_hp 10 --dry_run
utils.py,doc/analytical_report/parameter_mapping_correction.md,5,utils.py,在motiv_exp_runner.py中，我们使用了几个参数名，但这些参数在原有的`utils.py`的`input_parser()`中并不存在。经过分析，需要将参数映射到现有的参数名。
approach_setup.py,doc/analytical_report/resource_constraint_dump_coupling.md,9,approach_setup.py,> - `approach_setup.py`: `run_benchmark_setup_pipeline` 统一处理资源约束和 dump
doc/sim_flow.md,doc/analytical_report/resource_constraint_dump_coupling.md,10,sim_flow.md,> - `doc/spec/e2e_sched_sim_flow.md`: 更新后的设计规范
doc/spec/cfg/binpack_config_design.md,doc/analytical_report/resource_constraint_dump_coupling.md,283,binpack_config_design.md,- `doc/spec/binpack_config_design.md` - BinPackConfig 设计
doc/spec/e2e_sched_sim_flow.md,doc/analytical_report/resource_constraint_dump_coupling.md,10,doc/spec/e2e_sched_sim_flow.md,> - `doc/spec/e2e_sched_sim_flow.md`: 更新后的设计规范
path_migration_guide.md,doc/analytical_report/resource_constraint_dump_coupling.md,285,path_migration_guide.md,- `path_migration_guide.md` - PathContext 迁移指南
paths.py,doc/analytical_report/resource_constraint_dump_coupling.md,36,paths,"bin_list_save_path, routing_table_save_path = generate_bin_paths("
run/clean.sh,doc/analytical_report/resource_constraint_dump_coupling.md,284,clean,- `doc/code_cleanup_2025.md` - 代码清理记录
sched/__init__.py,doc/analytical_report/resource_constraint_dump_coupling.md,10,sched,> - `doc/spec/e2e_sched_sim_flow.md`: 更新后的设计规范
sched/binpack_config.py,doc/analytical_report/resource_constraint_dump_coupling.md,283,binpack_config,- `doc/spec/binpack_config_design.md` - BinPackConfig 设计
sim_main.py,doc/analytical_report/resource_constraint_dump_coupling.md,8,sim_main.py,> - `sim_main.py`: `perform_bin_packing` 只负责装箱
.cursor/rules/reference.mdc,doc/assumptions.md,22,reference,   provide load reference: rem_flop_budget
doc/verification/jitter_sim.pdf,doc/assumptions.md,290,jitter_sim,   jitter_sim_en
model/buffer.py,doc/assumptions.md,14,buffer,"           # metric_fn = lambda x: (x.event_time + x.life_time - curr_t, buffer.sort_fn(x))"
model/event_gen/e2e_latency.py,doc/assumptions.md,295,e2e_latency,   e2e_latency
profiling/profiling.csv,doc/assumptions.md,317,profiling,   profiling_filename
requirement.txt,doc/assumptions.md,189,requirement,       a. e2e latency requirement is redistributed to each tasks:
sched/__init__.py,doc/assumptions.md,185,sched,15. handler should also determine the adjustment of the scheduling table:
sched/placement.py,doc/assumptions.md,44,placement,8. layout & placement
task/task_cfg.py,doc/assumptions.md,231,task_cfg.py,      init process pool at init time (task_cfg.py)
approach_setup.py,doc/dev/ablation_dev.md,82,approach_setup.py,# approach_setup.py
cfgs/Bp_guided.json,doc/dev/ablation_dev.md,257,Bp_guided.json,  --bin_pack_cfg Bp_guided.json --n_p 2 \
debug_case1/case1/case1_motiv1_style.pdf,doc/dev/ablation_dev.md,184,case1_motiv1_style.pdf,"| Case 1 (cyc-S vs cyc) | 12/12 | `case1_motiv1_style.pdf`, `case1_satisfy_projection.pdf` | ✅ |"
debug_case1/case1/case1_satisfy_projection.pdf,doc/dev/ablation_dev.md,184,case1_satisfy_projection.pdf,"| Case 1 (cyc-S vs cyc) | 12/12 | `case1_motiv1_style.pdf`, `case1_satisfy_projection.pdf` | ✅ |"
main_approach.py,doc/dev/ablation_dev.md,251,main_approach.py,python main_approach.py \
model/event_gen/e2e_latency.py,doc/dev/ablation_dev.md,255,e2e_latency,  --e2e_latency 0.1 --aux_scale_factor 1 \
model/message/data_pipe.py,doc/dev/ablation_dev.md,139,data_pipe,"    a_data_pipe, w_data_pipe,"
model/message/msg_dispatcher.py,doc/dev/ablation_dev.md,138,msg_dispatcher,"    msg_dispatcher,"
output.pdf,doc/dev/ablation_dev.md,372,output,python -m scripts.abla_exp_runner --case 1 --output_dir ./abla_results --num_hp 100
output.txt,doc/dev/ablation_dev.md,372,output,python -m scripts.abla_exp_runner --case 1 --output_dir ./abla_results --num_hp 100
profiling/profiling.csv,doc/dev/ablation_dev.md,252,profiling/profiling,  --profiling_filename profiling/profiling_light.csv \
profiling/profiling_light.csv,doc/dev/ablation_dev.md,252,profiling/profiling_light.csv,  --profiling_filename profiling/profiling_light.csv \
sched/__init__.py,doc/dev/ablation_dev.md,57,sched,| **时间维** | ILP 优化 scheduling_table | **需要重建**，但贪心算法无法复现 ILP 解 |
sched/packing_solver/chain_slack_assign.py,doc/dev/ablation_dev.md,20,chain_slack_assign.py,**代码分析** (`chain_slack_assign.py:287`)：
sched/placement.py,doc/dev/ablation_dev.md,298,placement,| `sim_main.py` | L554-563 | `[REPACK DIAGNOSTIC] Incomplete placement`（stdout → log） |
sched/pre_alloc.py,doc/dev/ablation_dev.md,97,sched/pre_alloc,### 1. `sched/pre_alloc_new.py` — 修复隐藏 bug
sched/pre_alloc_new.py,doc/dev/ablation_dev.md,97,sched/pre_alloc_new.py,### 1. `sched/pre_alloc_new.py` — 修复隐藏 bug
sched/scheduling_table.py,doc/dev/ablation_dev.md,57,scheduling_table,| **时间维** | ILP 优化 scheduling_table | **需要重建**，但贪心算法无法复现 ILP 解 |
sched/slack_estim.py,doc/dev/ablation_dev.md,339,sched/slack_estim.py,| `sched/slack_estim.py:393-427` | 新增 `_fixcore_slack_estim` 函数 |
scripts/abla_exp_runner.py,doc/dev/ablation_dev.md,372,abla_exp_runner,python -m scripts.abla_exp_runner --case 1 --output_dir ./abla_results --num_hp 100
scripts/run_abla_exps.sh,doc/dev/ablation_dev.md,377,scripts/run_abla_exps.sh,bash scripts/run_abla_exps.sh ./abla_results 100
sim_main.py,doc/dev/ablation_dev.md,109,sim_main.py,### 2. `sim_main.py::perform_bin_packing` — 重构：统一 repack 逻辑
task/task_cfg.py,doc/dev/ablation_dev.md,341,task/task_cfg.py,| `task/task_cfg.py:1011-1079` | `gen_workloads` 透传参数，返回 5 个值 |
.cursor/rules/reference.mdc,doc/dev/change_log_2023.md,41,reference,"SOTA reference scheduling trace, considered as the right result."
allocator_agent.py,doc/dev/change_log_2023.md,7,allocator_agent.py,allocator_agent.py:
analyze/__init__.py,doc/dev/change_log_2023.md,237,analyze,    add job analyzer;
claude_talk/explore.md,doc/dev/change_log_2023.md,114,explore,- explore plotting with Bokeh and Plotly.
doc/assumptions.md,doc/dev/change_log_2023.md,384,assumptions.md,"scheduling_table.py, assumptions.md"
doc/imgs/L-shape-space.png,doc/dev/change_log_2023.md,368,doc/imgs/L-shape-space.png,    ![L-shape-space](/home/zhangchg/git_repo/scheduler/doc/imgs/L-shape-space.png)
doc/imgs/multi-copies_run.png,doc/dev/change_log_2023.md,364,doc/imgs/multi-copies_run.png,    ![trigger issue across multiple-queues2](/home/zhangchg/git_repo/scheduler/doc/imgs/multi-copies_run.png)
doc/imgs/trigger_issue.png,doc/dev/change_log_2023.md,304,doc/imgs/trigger_issue.png,    ![trigger issue across multiple-queues](/home/zhangchg/git_repo/scheduler/doc/imgs/trigger_issue.png)
doc/setting.md,doc/dev/change_log_2023.md,46,setting,"- Rename the affinity setting as affinirt_cfg, and beautify the layout of the task_graph plot."
doc/verification/bin_insert_demo.csv,doc/dev/change_log_2023.md,426,doc/verification/bin_insert_demo.csv,"    Related files: scheduling_table.py, doc/verification/bin_insert_demo.csv, doc/verification/bin_insert_demo.drawio"
doc/verification/bin_insert_demo.drawio,doc/dev/change_log_2023.md,426,doc/verification/bin_insert_demo.drawio,"    Related files: scheduling_table.py, doc/verification/bin_insert_demo.csv, doc/verification/bin_insert_demo.drawio"
doc/verification/heavy_scaling.md,doc/dev/change_log_2023.md,642,heavy_scaling.md,"Report: doc/heavy_scaling.md, doc/medium_scaling.md, slack_estim.py"
doc/verification/jitter_sim.pdf,doc/dev/change_log_2023.md,717,jitter_sim,"    ""--jitter_sim_en"","
global_var.py,doc/dev/change_log_2023.md,122,global_var.py,global_var.py
golden_trace.txt,doc/dev/change_log_2023.md,40,golden_trace.txt,golden_trace.txt
mapper/__init__.py,doc/dev/change_log_2023.md,159,mapper,- new bin packing mapper:
model/__init__.py,doc/dev/change_log_2023.md,207,model,"    - model, sched"
model/buffer.py,doc/dev/change_log_2023.md,19,buffer.py,buffer.py:
model/event_gen/e2e_latency.py,doc/dev/change_log_2023.md,669,e2e_latency.py,"  related file: task_agent.py, e2e_latency.py"
model/lru.py,doc/dev/change_log_2023.md,974,lru.py,- related files: lru.py
model/message/Context_message.py,doc/dev/change_log_2023.md,189,Context_message.py,"    - Context_message.py: The context class, a `dict` class, marks the processor, sensor,"
model/message/data_pipe.py,doc/dev/change_log_2023.md,1205,model/message/data_pipe.py,"2. extract the avg transfer delay function in ""model/message/data_pipe.py"""
model/message/message_handler.py,doc/dev/change_log_2023.md,173,message_handler.py,- message_handler.py
model/message/msg_dispatcher.py,doc/dev/change_log_2023.md,3,msg_dispatcher.py,msg_dispatcher.py
model/resource_agent.py,doc/dev/change_log_2023.md,59,resource_agent.py,  resource_agent.py
model/streaming_processing/wartermark_strategy.py,doc/dev/change_log_2023.md,532,wartermark_strategy.py,"   related files: log_analyse.py, task_cfg.py, wartermark_strategy.py, scheduler_agent.py, message_handler.py"
model/trace_example.py,doc/dev/change_log_2023.md,187,trace_example.py,    - trace_example.py: example of generated trace log
output.pdf,doc/dev/change_log_2023.md,21,output,"- divide the buffer into three parts, and add mux to select them, data put and get select the partitions according to the label-weight-input-output"
output.txt,doc/dev/change_log_2023.md,21,output,"- divide the buffer into three parts, and add mux to select them, data put and get select the partitions according to the label-weight-input-output"
profiling/profiling.csv,doc/dev/change_log_2023.md,15,profiling.csv,profiling.csv:
profiling/profiling_medium.csv,doc/dev/change_log_2023.md,574,profiling_medium.csv,"   related files: task_cfg.py, allocator_agent.py, profiling.csv, profiling_medium.csv"
requirement.txt,doc/dev/change_log_2023.md,598,requirement,"  slack_estim distribute the slack to the nodes in the chain, and estimate the resource requirement"
run/clean.sh,doc/dev/change_log_2023.md,545,clean,8. code clean up
sched/__init__.py,doc/dev/change_log_2023.md,41,sched,"SOTA reference scheduling trace, considered as the right result."
sched/global_sched.py,doc/dev/change_log_2023.md,102,global_sched.py,"  global_sched.py, task_cfg.py"
sched/monitor_agent.py,doc/dev/change_log_2023.md,73,monitor_agent.py,monitor_agent.py scheduling_table.py
sched/placement.py,doc/dev/change_log_2023.md,1224,placement,"5. clarify the meaning of exec_t_comp_abs and exec_t_comp_rel, in ""slack_estim.py"", which is the estimation for slot grid displacement and rate of exec. slowdown, respectively."
sched/pre_alloc.py,doc/dev/change_log_2023.md,443,pre_alloc.py,"  related files: scheduling_table.py, assumptions.md, task_cfg.py, pre_alloc.py"
sched/pre_alloc_new.py,doc/dev/change_log_2023.md,1061,pre_alloc_new.py,  pre_alloc_new.py 
sched/scheduler_agent.py,doc/dev/change_log_2023.md,81,scheduler_agent.py,scheduler_agent.py
sched/scheduling_table.py,doc/dev/change_log_2023.md,55,scheduling_table.py,scheduling_table.py
sched/slack_estim.py,doc/dev/change_log_2023.md,601,slack_estim.py,"  related files: task_cfg.py, task_agent.py, slack_estim.py, graph_breakdown.py"
sched/sort_function.py,doc/dev/change_log_2023.md,963,sort_function.py,"- related files: allocator_agent.py, pre_alloc.py, sort_function.py, utils.py"
sim_main.py,doc/dev/change_log_2023.md,661,sim_main.py,"    related file: run/one_click_gen_bm.sh, run/one_click_fx_bm.sh, sim_main.py"
task/graph_breakdown.py,doc/dev/change_log_2023.md,601,graph_breakdown.py,"  related files: task_cfg.py, task_agent.py, slack_estim.py, graph_breakdown.py"
task/graph_scaling.py,doc/dev/change_log_2023.md,517,graph_scaling.py,related filele:;  graph_scaling.py
task/task_agent.py,doc/dev/change_log_2023.md,1211,task/task_agent.py,"3. add io_time as the attr of `TaskIntAttr` in ""task/task_agent.py"", `io_time:Union[int, float]=0`."
task/task_cfg.py,doc/dev/change_log_2023.md,30,task_cfg.py,task_cfg.py
task/throughput_cnt.py,doc/dev/change_log_2023.md,626,throughput_cnt.py,  related file: throughput_cnt.py
utils.py,doc/dev/change_log_2023.md,963,utils.py,"- related files: allocator_agent.py, pre_alloc.py, sort_function.py, utils.py"
analyze/UE_extract.py,doc/dev/change_log_2024.md,167,analyze/UE_extract.py,"3. add batch running script: run/time_sharing.sh, and plot script: analyze/UE_extract.py"
analyze/__init__.py,doc/dev/change_log_2024.md,167,analyze,"3. add batch running script: run/time_sharing.sh, and plot script: analyze/UE_extract.py"
doc/setting.md,doc/dev/change_log_2024.md,44,setting,1. refine the parameter setting code in repacking mode: 
model/__init__.py,doc/dev/change_log_2024.md,30,model,"  - add slack to the constraint of the gurobi model, i.e. `time1n_error_tol_abs`, `flop1n_error_tol_abs`"
model/event_gen/e2e_latency.py,doc/dev/change_log_2024.md,7,e2e_latency,"    wsc_slack = wsc_slack_ratio * e2e_latency,"
model/message/data_pipe.py,doc/dev/change_log_2024.md,90,model/message/data_pipe.py,    avg_trasfer_time 从 /model/message/data_pipe.py 移动到 model/performance.py
model/performance.py,doc/dev/change_log_2024.md,83,model/performance.py,    新建model/performance.py：
model/resource_agent.py,doc/dev/change_log_2024.md,126,model/resource_agent.py,    model/resource_agent.py
run/3/time_sharing.sh,doc/dev/change_log_2024.md,167,time_sharing.sh,"3. add batch running script: run/time_sharing.sh, and plot script: analyze/UE_extract.py"
run/bin_sharing.sh,doc/dev/change_log_2024.md,171,bin_sharing,  test bin_sharing's contribution to the unexpected conners:
sched/__init__.py,doc/dev/change_log_2024.md,98,sched,      1. sched/packing_solver/gurobi_MP_chain_assign.py
sched/global_sched.py,doc/dev/change_log_2024.md,112,sched/global_sched.py,       4. sched/global_sched.py
sched/placement.py,doc/dev/change_log_2024.md,181,sched/placement.py,"5. add sched/placement.py as a collection of all physical placement related functions, including: "
sched/sched_fn.py,doc/dev/change_log_2024.md,266,sched_fn.py,3. Extract the common behavior in handling the task queue in sched_fn.py as handle_taskqueue 
sched/sched_utils.py,doc/dev/change_log_2024.md,180,sched_utils.py,4. Extract the behavior of calculating the switching overhead: plan_switching (sched_utils.py)
sched/scheduler_agent.py,doc/dev/change_log_2024.md,176,scheduler_agent,"1. add self.progress_aware in scheduler_agent, to indicate whether to consider the execution porgress, refer to rem_flop_budget at runtime"
sched/scheduling_table.py,doc/dev/change_log_2024.md,179,scheduling_table.py,3. Extract the behavior of before and after the loading the new configuration from the scheduling table (scheduling_table.py)
sched/slack_estim.py,doc/dev/change_log_2024.md,36,slack_estim.py,"1. add solution checking for resource estimation for average based, i.e., `check_sol` in slack_estim.py. "
sched/state_trans.py,doc/dev/change_log_2024.md,306,state_trans,"2. remove the check_release in scheduler agent and state_trans,"
sim_main.py,doc/dev/change_log_2024.md,264,sim_main.py,"1. Extract the common elements needed for creathing a scheduler_agent in sim_main.py, create_common_scheduler_elements"
task/task_agent.py,doc/dev/change_log_2024.md,109,task/task_agent.py,       2. task/task_agent.py 的 rsc_req_estm
utils.py,doc/dev/change_log_2024.md,180,utils.py,4. Extract the behavior of calculating the switching overhead: plan_switching (sched_utils.py)
allocator_agent.py,doc/dev/change_log_2025.md,192,allocator_agent.py,    - 从 `sim_main.py` 和 `allocator_agent.py` 中移除对 `wsc_slack_ratio` 的函数调用
approach_Eq.py,doc/dev/change_log_2025.md,22,approach_Eq.py,    现在所有产生新的时间度量、时间比较、参考时间推进仿真、参考时间决策调度的行为，都包含在approach_Eq.py或者经过elim_nume_error处理。
approach_collector.py,doc/dev/change_log_2025.md,200,approach_collector.py,  - **问题**：原有测试代码内嵌在 `approach_collector.py` 中，使用简单的测试函数，缺乏现代测试框架支持
approach_def.py,doc/dev/change_log_2025.md,102,approach_def.py,  - **文件涉及**：`approach_Eq.py`、`approach_def.py`、`task/task_cfg.py`
approach_sched.py,doc/dev/change_log_2025.md,129,approach_sched,  - `approach_sched.alloc_fn_pglb` 与 `Acc_p.predict_next` 传入节点 `exp_io_t`
approach_setup.py,doc/dev/change_log_2025.md,74,approach_setup,- 新增 API 函数：`build_paths_and_ctx`、`build_workload_and_criticality`、`build_scheduler_elements`、`build_simulation_env`，支持 `approach_setup` 复用
doc/spec/algorithm/chain_slack_assignment_algorithm.md,doc/dev/change_log_2025.md,150,chain_slack_assignment_algorithm.md,  - 创建 `doc/chain_slack_assignment_algorithm.md` 技术文档
doc/spec/stat/collector.md,doc/dev/change_log_2025.md,242,doc/spec/stat/collector.md,  - **文件涉及**：`approach_collector.py`、`doc/spec/stat/collector.md`（新增算法文档）
global_var.py,doc/dev/change_log_2025.md,188,global_var.py,    - 更新 `global_var.py` 中的 `cfg_root_fmt`：格式简化为 `..._rda-{exec_t_comp_ratioA:.2%}(T)_{lateness_mode:s}`
main_approach.py,doc/dev/change_log_2025.md,93,main_approach.py,  - **问题**：`sim_main.py` 和 `main_approach.py` 程序解耦，通过 JSON 图传递数据，但函数对象（`rng_fn_list`）无法序列化
model/__init__.py,doc/dev/change_log_2025.md,89,model,  - 位置：`model/performance.py`（分布工具/类），`approach_Eq.py`（离散负载封装），`utils.py`（参数与映射接线）
model/performance.py,doc/dev/change_log_2025.md,89,model/performance.py,  - 位置：`model/performance.py`（分布工具/类），`approach_Eq.py`（离散负载封装），`utils.py`（参数与映射接线）
optimizer/scheduler_base.py,doc/dev/change_log_2025.md,16,scheduler_base,    参考scheduler_base 中的参数设置方法，
output.pdf,doc/dev/change_log_2025.md,44,output,2. 添加output_path参数，用于控制输出路径。
output.txt,doc/dev/change_log_2025.md,44,output,2. 添加output_path参数，用于控制输出路径。
paths.py,doc/dev/change_log_2025.md,178,paths.py,  - **文件涉及**：`paths.py`
ref_tdigest.py,doc/dev/change_log_2025.md,212,ref_tdigest.py,    - 修复空分布调用百分位数时的 ValueError（在 `ref_tdigest.py` 中添加空分布处理）
